nombre,categoria,origen,ingredientes,descripcion,tiempo_preparacion,dificultad
Receta 512,ensalada,China,"ajo, salsa de tomate, vinagre, pan, pasta, leche, soya","Receta deliciosa con ajo, vinagre, salsa de tomate, leche.",44,difícil
Receta 513,cena,China,"pan, champiñones, espinaca, tomate, pepino, zanahoria, pollo, pera","Receta deliciosa con pollo, espinaca, pan, tomate.",76,media
Receta 514,postre,Italia,"pera, tomate, queso, mantequilla, carne, manzana, huevo","Receta deliciosa con tomate, manzana, pera, huevo.",31,fácil
Receta 515,cena,China,"huevo, aguacate, cebolla, pimienta, sal, leche, pan, aceite de oliva","Receta deliciosa con huevo, leche, pan, sal, aguacate, cebolla.",111,fácil
Receta 516,almuerzo,Perú,"tomate, papa, pera, yogur, huevo, vinagre, banano, espinaca, miel, zanahoria","Receta deliciosa con banano, tomate, yogur, huevo, vinagre, espinaca.",61,media
Receta 517,cena,Perú,"pimienta, sal, pepino, yogur, fresas, champiñones","Receta deliciosa con pepino, yogur, sal, fresas.",119,media
Receta 518,snack,Perú,"soya, carne, queso, ajo, tomate, pasta, pan, pepino, frijoles, manzana","Receta deliciosa con ajo, carne, tomate.",55,media
Receta 519,almuerzo,España,"lentejas, maíz, carne, pescado, aguacate, pepino, frijoles","Receta deliciosa con pepino, pescado, maíz, aguacate, frijoles, lentejas.",59,difícil
Receta 520,ensalada,México,"mostaza, papa, frijoles, pimienta, fresas, miel","Receta deliciosa con frijoles, fresas, mostaza, pimienta.",55,difícil
Receta 521,desayuno,China,"manzana, aguacate, huevo, miel, pera, arroz, queso, salsa de tomate, yogur, fresas","Receta deliciosa con huevo, yogur, aguacate, queso, pera, salsa de tomate.",81,media
Receta 522,almuerzo,India,"huevo, pasta, pimienta, pepino, arroz, limón","Receta deliciosa con limón, arroz, pepino, pimienta, pasta, huevo.",25,difícil
Receta 523,sopa,Colombia,"banano, pimienta, carne, aguacate, yogur, pasta, maíz, pollo, zanahoria, pera","Receta deliciosa con pimienta, yogur, banano, pollo, aguacate.",96,fácil
Receta 524,desayuno,India,"aceite de oliva, pan, pasta, leche, frijoles, pepino, sal, pescado, yogur","Receta deliciosa con pasta, aceite de oliva, leche.",32,difícil
Receta 525,cena,EE.UU.,"huevo, carne, pera, queso, cebolla, aguacate, maíz, mostaza, vinagre","Receta deliciosa con mostaza, aguacate, maíz, huevo, carne, queso.",78,media
Receta 526,ensalada,México,"papa, pepino, huevo, mostaza, fresas, pan","Receta deliciosa con papa, huevo, pepino, pan, fresas.",106,media
Receta 527,snack,Italia,"huevo, limón, vinagre, banano, yogur, fresas, soya, manzana, zanahoria, pimienta","Receta deliciosa con manzana, huevo, fresas.",36,fácil
Receta 528,snack,México,"pimienta, aguacate, lentejas, miel, pescado, yogur, pollo","Receta deliciosa con pollo, yogur, aguacate, miel.",14,media
Receta 529,bebida,EE.UU.,"arroz, salsa de tomate, vinagre, carne, manzana, cebolla, lentejas, sal, ajo","Receta deliciosa con carne, salsa de tomate, cebolla, vinagre, sal.",84,difícil
Receta 530,almuerzo,India,"maíz, salsa de tomate, aguacate, ajo, lentejas, queso, zanahoria, mantequilla, pescado, fresas","Receta deliciosa con zanahoria, aguacate, maíz.",19,media
Receta 531,ensalada,Perú,"mantequilla, soya, lentejas, champiñones, arroz, pepino, aceite de oliva, huevo","Receta deliciosa con arroz, mantequilla, soya, champiñones, lentejas, pepino.",26,media
Receta 532,snack,Perú,"papa, lentejas, pera, ajo, arroz, pescado, salsa de tomate, maíz, aguacate, leche","Receta deliciosa con arroz, maíz, ajo, salsa de tomate, lentejas, pescado.",9,media
Receta 533,sopa,China,"banano, salsa de tomate, leche, fresas, maíz, pan, sal","Receta deliciosa con leche, fresas, banano.",74,difícil
Receta 534,desayuno,Francia,"huevo, aguacate, vinagre, miel, frijoles, cebolla, maíz, lentejas, manzana","Receta deliciosa con vinagre, lentejas, cebolla, huevo, miel, maíz.",51,fácil
Receta 535,snack,España,"soya, zanahoria, pasta, sal, miel","Receta deliciosa con sal, zanahoria, pasta.",50,fácil
Receta 536,bebida,Italia,"frijoles, tomate, sal, miel, espinaca, pan","Receta deliciosa con espinaca, tomate, frijoles.",25,media
Receta 537,postre,China,"huevo, arroz, ajo, zanahoria, miel","Receta deliciosa con zanahoria, miel, huevo, arroz, ajo.",78,difícil
Receta 538,cena,China,"lentejas, tomate, carne, aguacate, sal, vinagre, frijoles, yogur","Receta deliciosa con vinagre, sal, aguacate, lentejas, frijoles, carne.",114,fácil
Receta 539,snack,Italia,"frijoles, pepino, miel, pan, pollo, soya","Receta deliciosa con miel, frijoles, soya, pan, pepino.",90,media
Receta 540,almuerzo,Francia,"maíz, cebolla, fresas, banano, soya, mostaza, arroz, limón","Receta deliciosa con soya, mostaza, maíz, limón, banano.",57,difícil
Receta 541,snack,Japón,"huevo, salsa de tomate, tomate, limón, pollo, yogur","Receta deliciosa con pollo, limón, salsa de tomate.",76,media
Receta 542,bebida,Perú,"zanahoria, pan, leche, vinagre, papa, ajo, pera, arroz, soya","Receta deliciosa con vinagre, zanahoria, pera, pan.",107,difícil
Receta 543,almuerzo,España,"zanahoria, pescado, salsa de tomate, cebolla, fresas, espinaca","Receta deliciosa con cebolla, salsa de tomate, pescado, fresas.",40,difícil
Receta 544,ensalada,China,"arroz, aceite de oliva, zanahoria, cebolla, yogur, soya, vinagre","Receta deliciosa con cebolla, aceite de oliva, zanahoria, soya.",27,media
Receta 545,sopa,España,"maíz, espinaca, pescado, pepino, cebolla, sal, lentejas","Receta deliciosa con espinaca, maíz, pescado, lentejas, cebolla.",62,media
Receta 546,desayuno,Japón,"ajo, frijoles, sal, aceite de oliva, leche, limón, yogur, papa, manzana","Receta deliciosa con papa, manzana, frijoles, yogur.",108,difícil
Receta 547,cena,India,"pimienta, queso, pepino, pera, limón","Receta deliciosa con pera, pimienta, queso, limón.",116,fácil
Receta 548,sopa,Italia,"huevo, frijoles, lentejas, carne, espinaca, soya, mantequilla, champiñones, leche","Receta deliciosa con huevo, lentejas, frijoles, carne, leche.",28,media
Receta 549,postre,Japón,"fresas, frijoles, maíz, pepino, pescado, salsa de tomate","Receta deliciosa con salsa de tomate, pepino, frijoles.",90,fácil
Receta 550,bebida,México,"salsa de tomate, pepino, arroz, aceite de oliva, miel, manzana, pescado, carne, mantequilla","Receta deliciosa con pepino, salsa de tomate, miel, carne.",28,difícil
Receta 551,bebida,Colombia,"champiñones, pasta, ajo, zanahoria, mostaza, papa","Receta deliciosa con mostaza, zanahoria, champiñones, pasta, papa.",41,difícil
Receta 552,almuerzo,China,"pollo, manzana, pepino, pescado, pera, mantequilla, maíz, cebolla, papa","Receta deliciosa con pescado, pepino, manzana, maíz, mantequilla.",40,difícil
Receta 553,cena,Francia,"pasta, aceite de oliva, sal, pan, tomate","Receta deliciosa con tomate, sal, aceite de oliva, pasta.",33,difícil
Receta 554,postre,China,"arroz, sal, yogur, espinaca, leche","Receta deliciosa con leche, arroz, yogur, espinaca, sal.",20,fácil
Receta 555,postre,México,"banano, cebolla, vinagre, zanahoria, aguacate, espinaca, papa, pasta, carne, pera","Receta deliciosa con carne, espinaca, aguacate, zanahoria, banano.",53,difícil
Receta 556,bebida,India,"miel, pollo, manzana, tomate, cebolla","Receta deliciosa con miel, manzana, tomate.",58,fácil
Receta 557,sopa,Japón,"miel, carne, espinaca, fresas, maíz, pan, arroz, zanahoria","Receta deliciosa con miel, carne, arroz, maíz, zanahoria, pan.",36,media
Receta 558,desayuno,Francia,"ajo, miel, banano, salsa de tomate, pimienta, champiñones, huevo","Receta deliciosa con miel, huevo, ajo, champiñones, banano.",79,media
Receta 559,almuerzo,Francia,"leche, pollo, mantequilla, yogur, espinaca, salsa de tomate, arroz","Receta deliciosa con arroz, pollo, yogur, salsa de tomate, leche, espinaca.",78,difícil
Receta 560,desayuno,Italia,"pera, lentejas, sal, huevo, pescado, salsa de tomate, mostaza, leche, queso, fresas","Receta deliciosa con queso, salsa de tomate, mostaza, lentejas, pescado, pera.",120,fácil
Receta 561,ensalada,Colombia,"tomate, cebolla, carne, pepino, salsa de tomate, pera, lentejas, aguacate, pescado","Receta deliciosa con tomate, cebolla, pepino.",17,difícil
Receta 562,desayuno,EE.UU.,"lentejas, papa, pan, pescado, pasta, soya","Receta deliciosa con pescado, lentejas, pan, soya.",97,fácil
Receta 563,sopa,China,"huevo, pepino, yogur, pera, espinaca, arroz, mostaza, sal, pimienta","Receta deliciosa con pimienta, huevo, sal.",18,fácil
Receta 564,bebida,Japón,"pollo, espinaca, tomate, pan, sal, champiñones, manzana, cebolla","Receta deliciosa con espinaca, champiñones, tomate, manzana, sal, pan.",82,fácil
Receta 565,bebida,China,"soya, pasta, fresas, pollo, mantequilla, manzana, aceite de oliva, banano, leche","Receta deliciosa con pasta, banano, mantequilla, manzana, fresas.",9,media
Receta 566,ensalada,Francia,"mantequilla, carne, miel, mostaza, champiñones, pera, lentejas, tomate, banano, ajo","Receta deliciosa con champiñones, mantequilla, lentejas, tomate, mostaza, miel.",97,media
Receta 567,bebida,Perú,"pimienta, miel, fresas, manzana, huevo, salsa de tomate, leche","Receta deliciosa con leche, miel, fresas.",68,fácil
Receta 568,sopa,Italia,"huevo, aceite de oliva, miel, pepino, cebolla, mantequilla, espinaca, vinagre","Receta deliciosa con pepino, cebolla, espinaca.",26,media
Receta 569,snack,EE.UU.,"papa, carne, frijoles, pan, salsa de tomate","Receta deliciosa con frijoles, carne, pan, papa.",73,difícil
Receta 570,postre,Perú,"papa, pepino, pescado, pan, miel, fresas","Receta deliciosa con pescado, pan, pepino.",97,difícil
Receta 571,postre,España,"salsa de tomate, zanahoria, espinaca, lentejas, queso, soya, limón","Receta deliciosa con queso, limón, lentejas, salsa de tomate, zanahoria, espinaca.",24,media
Receta 572,sopa,México,"tomate, pimienta, frijoles, lentejas, aguacate, yogur, papa, zanahoria","Receta deliciosa con lentejas, pimienta, papa.",47,media
Receta 573,cena,China,"pepino, arroz, fresas, pasta, mantequilla","Receta deliciosa con pepino, mantequilla, fresas, pasta, arroz.",59,fácil
Receta 574,postre,Japón,"espinaca, fresas, miel, pescado, limón","Receta deliciosa con espinaca, pescado, limón.",65,difícil
Receta 575,bebida,Italia,"salsa de tomate, yogur, aguacate, pera, mantequilla, limón, banano, cebolla, pollo, soya","Receta deliciosa con salsa de tomate, pollo, banano.",37,difícil
Receta 576,bebida,India,"manzana, pescado, aguacate, pera, pan, carne, soya, ajo","Receta deliciosa con pescado, aguacate, manzana, carne.",109,difícil
Receta 577,almuerzo,Francia,"lentejas, pollo, pera, carne, aceite de oliva, champiñones","Receta deliciosa con pollo, aceite de oliva, carne, champiñones.",110,difícil
Receta 578,cena,España,"arroz, limón, papa, pepino, soya","Receta deliciosa con soya, papa, arroz, pepino, limón.",87,fácil
Receta 579,cena,EE.UU.,"sal, lentejas, pescado, frijoles, pepino","Receta deliciosa con pescado, lentejas, frijoles, pepino, sal.",109,difícil
Receta 580,desayuno,Francia,"ajo, queso, fresas, limón, banano, huevo, espinaca, aceite de oliva, mostaza","Receta deliciosa con mostaza, queso, banano, limón, ajo, espinaca.",75,difícil
Receta 581,bebida,Francia,"pescado, soya, frijoles, pollo, maíz","Receta deliciosa con maíz, pollo, soya, frijoles, pescado.",93,difícil
Receta 582,snack,India,"frijoles, tomate, pera, manzana, fresas, yogur","Receta deliciosa con pera, yogur, manzana, frijoles, tomate, fresas.",86,fácil
Receta 583,almuerzo,España,"pan, leche, limón, queso, frijoles, pescado","Receta deliciosa con queso, pan, leche.",31,difícil
Receta 584,cena,India,"soya, miel, pepino, banano, fresas","Receta deliciosa con fresas, banano, soya.",43,fácil
Receta 585,almuerzo,Perú,"pepino, carne, ajo, aguacate, pan, mantequilla, zanahoria","Receta deliciosa con pepino, ajo, carne, pan, mantequilla.",13,fácil
Receta 586,desayuno,India,"mantequilla, espinaca, mostaza, ajo, lentejas","Receta deliciosa con mostaza, lentejas, ajo, mantequilla, espinaca.",51,difícil
Receta 587,cena,Japón,"queso, fresas, tomate, pimienta, cebolla, lentejas, salsa de tomate, arroz, manzana","Receta deliciosa con arroz, pimienta, tomate.",18,fácil
Receta 588,postre,EE.UU.,"pollo, banano, leche, pescado, papa","Receta deliciosa con leche, pollo, papa, pescado, banano.",62,difícil
Receta 589,ensalada,México,"champiñones, banano, arroz, soya, tomate, maíz, pescado, pera, fresas","Receta deliciosa con arroz, banano, tomate, maíz, champiñones.",44,media
Receta 590,desayuno,India,"pepino, yogur, pera, fresas, pan, pimienta, leche","Receta deliciosa con pepino, leche, yogur.",89,fácil
Receta 591,postre,Francia,"pan, frijoles, sal, zanahoria, maíz, soya, lentejas, pescado","Receta deliciosa con sal, frijoles, pescado.",16,media
Receta 592,bebida,China,"pollo, sal, mostaza, pan, vinagre","Receta deliciosa con pan, pollo, sal.",72,fácil
Receta 593,almuerzo,España,"pepino, leche, aguacate, carne, lentejas, soya, espinaca, yogur","Receta deliciosa con pepino, soya, yogur, espinaca.",51,fácil
Receta 594,postre,Francia,"fresas, cebolla, frijoles, pepino, maíz, ajo, aceite de oliva","Receta deliciosa con ajo, maíz, pepino, frijoles, fresas.",54,difícil
Receta 595,desayuno,Perú,"maíz, tomate, pan, queso, aguacate, huevo","Receta deliciosa con aguacate, pan, queso, huevo.",40,media
Receta 596,almuerzo,Japón,"zanahoria, queso, carne, salsa de tomate, aceite de oliva, pera, sal","Receta deliciosa con salsa de tomate, pera, aceite de oliva, zanahoria.",87,media
Receta 597,desayuno,España,"fresas, ajo, lentejas, pan, yogur, espinaca","Receta deliciosa con yogur, fresas, ajo, pan, espinaca.",44,difícil
Receta 598,desayuno,EE.UU.,"arroz, yogur, pan, aceite de oliva, pollo","Receta deliciosa con aceite de oliva, arroz, pollo, yogur, pan.",105,media
Receta 599,ensalada,Japón,"sal, yogur, maíz, pepino, aguacate, mantequilla, pescado","Receta deliciosa con aguacate, sal, mantequilla.",19,difícil
Receta 600,cena,España,"yogur, arroz, limón, fresas, salsa de tomate, maíz, pasta, cebolla, aguacate, leche","Receta deliciosa con limón, arroz, pasta, leche, yogur.",22,difícil
Receta 601,snack,México,"leche, champiñones, pepino, salsa de tomate, queso, frijoles","Receta deliciosa con queso, frijoles, leche, pepino, champiñones.",21,difícil
Receta 602,ensalada,China,"pepino, maíz, tomate, manzana, cebolla, queso, arroz, pera, aguacate","Receta deliciosa con aguacate, pera, manzana, maíz, cebolla.",38,fácil
Receta 603,sopa,Japón,"pimienta, huevo, leche, queso, mantequilla, soya, yogur, frijoles","Receta deliciosa con pimienta, queso, yogur, leche, soya.",94,fácil
Receta 604,ensalada,EE.UU.,"pimienta, pasta, pepino, pan, vinagre, sal, tomate, soya, frijoles, queso","Receta deliciosa con frijoles, tomate, vinagre, pan, sal.",12,difícil
Receta 605,snack,España,"yogur, leche, champiñones, pepino, manzana, carne, aceite de oliva, papa, limón","Receta deliciosa con pepino, yogur, champiñones, aceite de oliva, papa.",36,fácil
Receta 606,postre,EE.UU.,"mantequilla, arroz, pan, ajo, mostaza, salsa de tomate, frijoles, champiñones, yogur","Receta deliciosa con champiñones, pan, arroz.",102,media
Receta 607,desayuno,Perú,"lentejas, salsa de tomate, sal, cebolla, vinagre","Receta deliciosa con vinagre, cebolla, salsa de tomate, sal.",74,media
Receta 608,cena,EE.UU.,"pasta, vinagre, pera, pollo, soya, carne, cebolla","Receta deliciosa con carne, pera, pollo, pasta, cebolla.",119,media
Receta 609,bebida,España,"pescado, papa, miel, vinagre, pimienta, arroz, yogur, soya, pera","Receta deliciosa con yogur, pescado, arroz, pimienta.",55,difícil
Receta 610,postre,Perú,"pollo, huevo, maíz, frijoles, tomate, pasta, aguacate, salsa de tomate, arroz, queso","Receta deliciosa con queso, pollo, frijoles, pasta, arroz.",15,fácil
Receta 611,sopa,Italia,"lentejas, sal, yogur, cebolla, maíz, vinagre","Receta deliciosa con vinagre, yogur, maíz, sal, lentejas, cebolla.",114,difícil
Receta 612,sopa,Francia,"pescado, zanahoria, salsa de tomate, carne, pan, maíz, pera, yogur, champiñones, arroz","Receta deliciosa con champiñones, zanahoria, pescado, pera, arroz.",16,difícil
Receta 613,snack,España,"lentejas, cebolla, pasta, miel, pan, pescado","Receta deliciosa con miel, pasta, lentejas, pescado, pan, cebolla.",47,media
Receta 614,bebida,Francia,"ajo, pera, champiñones, mostaza, lentejas, yogur, aguacate, huevo, pescado","Receta deliciosa con aguacate, champiñones, ajo, yogur.",35,difícil
Receta 615,sopa,Italia,"tomate, limón, mantequilla, ajo, pasta, aceite de oliva, espinaca","Receta deliciosa con tomate, aceite de oliva, mantequilla, pasta, limón, espinaca.",11,fácil
Receta 616,desayuno,India,"huevo, queso, carne, pasta, tomate, vinagre, frijoles, fresas, sal","Receta deliciosa con queso, huevo, fresas, carne, frijoles.",79,difícil
Receta 617,desayuno,México,"pan, mantequilla, tomate, pimienta, champiñones, carne, pasta","Receta deliciosa con carne, pasta, pimienta, pan.",65,media
Receta 618,almuerzo,China,"pan, zanahoria, pescado, fresas, pimienta","Receta deliciosa con zanahoria, pimienta, pan.",101,media
Receta 619,snack,China,"ajo, vinagre, pollo, pasta, papa, manzana, pan, espinaca, leche, pera","Receta deliciosa con vinagre, ajo, leche, pasta, pan, manzana.",97,difícil
Receta 620,sopa,México,"espinaca, ajo, carne, vinagre, zanahoria, aguacate","Receta deliciosa con zanahoria, ajo, vinagre, aguacate, carne, espinaca.",33,difícil
Receta 621,cena,España,"pera, miel, pepino, salsa de tomate, tomate","Receta deliciosa con pepino, salsa de tomate, miel.",32,media
Receta 622,bebida,Perú,"pepino, leche, arroz, mantequilla, ajo, papa, miel, cebolla","Receta deliciosa con leche, papa, pepino, ajo, cebolla, arroz.",10,fácil
Receta 623,desayuno,Colombia,"yogur, mantequilla, manzana, pimienta, pollo, champiñones","Receta deliciosa con pollo, manzana, mantequilla.",18,difícil
Receta 624,postre,China,"pepino, manzana, miel, soya, papa, limón, champiñones, tomate, vinagre","Receta deliciosa con champiñones, manzana, miel, vinagre.",81,media
Receta 625,snack,Italia,"vinagre, leche, pimienta, sal, zanahoria, cebolla, mantequilla, lentejas, pera, aguacate","Receta deliciosa con leche, vinagre, mantequilla, sal, pimienta, cebolla.",80,difícil
Receta 626,ensalada,Italia,"ajo, carne, maíz, manzana, aceite de oliva, fresas, papa, pollo","Receta deliciosa con ajo, carne, maíz.",5,difícil
Receta 627,desayuno,España,"maíz, soya, miel, zanahoria, cebolla, pescado, mantequilla, salsa de tomate, pepino, frijoles","Receta deliciosa con salsa de tomate, pepino, zanahoria, miel.",70,fácil
Receta 628,bebida,Perú,"aceite de oliva, carne, pescado, leche, champiñones, miel, aguacate","Receta deliciosa con aguacate, carne, champiñones, miel, pescado.",62,fácil
Receta 629,bebida,Japón,"zanahoria, ajo, mostaza, cebolla, soya, huevo, sal","Receta deliciosa con soya, mostaza, sal, zanahoria.",85,fácil
Receta 630,sopa,Perú,"pollo, pera, mantequilla, cebolla, soya","Receta deliciosa con pollo, pera, cebolla, mantequilla.",111,fácil
Receta 631,bebida,Francia,"vinagre, carne, aceite de oliva, lentejas, soya, pimienta, maíz, arroz, limón, espinaca","Receta deliciosa con carne, vinagre, pimienta, soya, lentejas, limón.",113,fácil
Receta 632,cena,Colombia,"aceite de oliva, tomate, lentejas, yogur, miel, mostaza","Receta deliciosa con lentejas, yogur, miel.",57,media
Receta 633,cena,España,"cebolla, salsa de tomate, espinaca, fresas, miel, soya, mostaza, frijoles","Receta deliciosa con mostaza, fresas, cebolla, soya.",24,difícil
Receta 634,bebida,Italia,"champiñones, mostaza, soya, papa, maíz, salsa de tomate, fresas, arroz, aceite de oliva","Receta deliciosa con maíz, champiñones, papa, mostaza, arroz, fresas.",12,difícil
Receta 635,bebida,Perú,"pescado, pepino, pollo, salsa de tomate, banano","Receta deliciosa con salsa de tomate, pepino, banano, pescado, pollo.",62,media
Receta 636,almuerzo,EE.UU.,"champiñones, manzana, sal, papa, pasta","Receta deliciosa con manzana, sal, papa.",21,difícil
Receta 637,bebida,Japón,"soya, pollo, arroz, huevo, cebolla","Receta deliciosa con pollo, huevo, soya, cebolla.",112,difícil
Receta 638,ensalada,China,"tomate, zanahoria, mantequilla, fresas, limón, mostaza, leche, pimienta","Receta deliciosa con tomate, leche, limón, mostaza, pimienta, fresas.",104,fácil
Receta 639,almuerzo,China,"banano, ajo, manzana, pera, mantequilla, pan, zanahoria, soya","Receta deliciosa con pera, banano, pan, mantequilla, soya, ajo.",10,media
Receta 640,cena,España,"salsa de tomate, espinaca, pan, manzana, banano, papa, lentejas, pimienta, tomate","Receta deliciosa con papa, pimienta, lentejas, banano.",36,difícil
Receta 641,postre,México,"papa, mantequilla, manzana, pasta, fresas, vinagre, mostaza, huevo, espinaca","Receta deliciosa con vinagre, papa, pasta, huevo, fresas, espinaca.",22,media
Receta 642,postre,España,"mantequilla, huevo, zanahoria, manzana, champiñones, lentejas, yogur, sal, carne, queso","Receta deliciosa con zanahoria, lentejas, manzana, huevo, mantequilla, queso.",48,fácil
Receta 643,bebida,India,"pimienta, soya, mantequilla, pescado, limón, manzana, fresas, papa, carne","Receta deliciosa con soya, papa, fresas.",120,fácil
Receta 644,ensalada,China,"soya, champiñones, ajo, pasta, miel, limón, tomate","Receta deliciosa con ajo, limón, pasta, soya.",113,difícil
Receta 645,cena,India,"soya, vinagre, papa, frijoles, salsa de tomate","Receta deliciosa con frijoles, salsa de tomate, soya, papa, vinagre.",52,media
Receta 646,sopa,Perú,"pasta, lentejas, ajo, frijoles, yogur, pescado, pimienta, aguacate, pan","Receta deliciosa con frijoles, pan, pasta, ajo, pimienta, pescado.",30,media
Receta 647,desayuno,EE.UU.,"yogur, pimienta, huevo, papa, manzana, tomate, pepino","Receta deliciosa con pepino, papa, tomate, pimienta, yogur.",103,fácil
Receta 648,snack,España,"manzana, carne, champiñones, sal, pasta, papa, espinaca, queso, miel, banano","Receta deliciosa con champiñones, queso, papa, carne, sal, pasta.",86,difícil
Receta 649,cena,Italia,"miel, mostaza, aceite de oliva, papa, cebolla, limón, vinagre, frijoles, sal, manzana","Receta deliciosa con vinagre, aceite de oliva, papa.",70,media
Receta 650,bebida,México,"pasta, espinaca, pescado, miel, carne, vinagre, mantequilla","Receta deliciosa con espinaca, pasta, vinagre, miel, carne, pescado.",12,fácil
Receta 651,postre,Italia,"lentejas, pescado, queso, mantequilla, carne, champiñones, aceite de oliva, aguacate, cebolla, espinaca","Receta deliciosa con espinaca, queso, pescado, mantequilla, aceite de oliva.",55,difícil
Receta 652,postre,Japón,"soya, lentejas, queso, ajo, carne, frijoles, salsa de tomate, yogur, aceite de oliva","Receta deliciosa con ajo, frijoles, queso, yogur, soya, salsa de tomate.",112,fácil
Receta 653,snack,Francia,"limón, pepino, pimienta, leche, pan","Receta deliciosa con leche, pan, limón.",19,fácil
Receta 654,cena,Perú,"pimienta, tomate, lentejas, fresas, vinagre","Receta deliciosa con pimienta, fresas, vinagre, tomate, lentejas.",110,difícil
Receta 655,bebida,EE.UU.,"frijoles, pepino, queso, ajo, soya, lentejas, pasta","Receta deliciosa con pepino, frijoles, soya, queso, lentejas.",78,fácil
Receta 656,almuerzo,Italia,"aceite de oliva, yogur, pepino, carne, ajo, aguacate, papa, pollo","Receta deliciosa con ajo, pollo, yogur.",26,difícil
Receta 657,sopa,México,"manzana, papa, ajo, sal, queso","Receta deliciosa con papa, ajo, queso, sal, manzana.",95,difícil
Receta 658,cena,Perú,"aguacate, soya, pasta, tomate, mantequilla, huevo, salsa de tomate","Receta deliciosa con soya, huevo, pasta.",104,fácil
Receta 659,ensalada,Japón,"salsa de tomate, pollo, frijoles, sal, leche, pescado, pimienta, arroz","Receta deliciosa con pescado, leche, salsa de tomate, sal, pollo.",98,fácil
Receta 660,cena,España,"pan, papa, leche, yogur, pollo, pimienta, huevo, zanahoria","Receta deliciosa con papa, pan, yogur, zanahoria, pimienta.",13,fácil
Receta 661,desayuno,India,"champiñones, sal, zanahoria, arroz, mostaza","Receta deliciosa con arroz, zanahoria, sal.",30,media
Receta 662,almuerzo,Japón,"frijoles, pepino, champiñones, tomate, miel, pasta, lentejas","Receta deliciosa con pasta, tomate, miel.",55,difícil
Receta 663,cena,México,"ajo, pescado, cebolla, champiñones, arroz","Receta deliciosa con pescado, arroz, cebolla, ajo, champiñones.",72,media
Receta 664,bebida,China,"soya, papa, mostaza, huevo, pescado, banano","Receta deliciosa con mostaza, soya, pescado.",48,media
Receta 665,snack,Colombia,"queso, espinaca, huevo, zanahoria, lentejas, aguacate","Receta deliciosa con lentejas, espinaca, aguacate, zanahoria, huevo, queso.",108,fácil
Receta 666,cena,Francia,"espinaca, salsa de tomate, queso, papa, pescado, limón","Receta deliciosa con queso, limón, salsa de tomate, papa, espinaca, pescado.",5,media
Receta 667,snack,Francia,"pasta, aceite de oliva, carne, banano, pimienta","Receta deliciosa con aceite de oliva, pasta, pimienta, banano, carne.",87,media
Receta 668,postre,EE.UU.,"pera, maíz, ajo, leche, huevo","Receta deliciosa con huevo, maíz, leche, pera, ajo.",6,difícil
Receta 669,bebida,India,"pan, frijoles, banano, champiñones, pescado, miel","Receta deliciosa con frijoles, champiñones, pescado.",10,media
Receta 670,snack,EE.UU.,"pasta, arroz, huevo, ajo, leche","Receta deliciosa con huevo, leche, ajo, arroz, pasta.",10,difícil
Receta 671,almuerzo,Italia,"pan, queso, pollo, aceite de oliva, miel, carne","Receta deliciosa con aceite de oliva, carne, queso, pan, miel, pollo.",68,difícil
Receta 672,ensalada,España,"huevo, mostaza, champiñones, aceite de oliva, pera","Receta deliciosa con huevo, mostaza, pera, aceite de oliva, champiñones.",67,media
Receta 673,snack,Perú,"aceite de oliva, pimienta, queso, cebolla, maíz","Receta deliciosa con pimienta, cebolla, maíz, queso, aceite de oliva.",67,fácil
Receta 674,almuerzo,China,"zanahoria, pollo, lentejas, leche, soya, sal","Receta deliciosa con zanahoria, sal, pollo, lentejas.",35,fácil
Receta 675,snack,EE.UU.,"espinaca, salsa de tomate, vinagre, mostaza, pollo, queso","Receta deliciosa con pollo, espinaca, salsa de tomate, queso.",113,difícil
Receta 676,almuerzo,Italia,"mantequilla, papa, fresas, manzana, carne, mostaza, aceite de oliva, sal","Receta deliciosa con mostaza, fresas, manzana, carne, aceite de oliva, sal.",99,media
Receta 677,snack,Colombia,"aguacate, pimienta, miel, salsa de tomate, banano, pollo, ajo, espinaca, tomate, mostaza","Receta deliciosa con banano, espinaca, ajo, pimienta, mostaza.",113,fácil
Receta 678,cena,Japón,"pollo, zanahoria, mostaza, sal, queso, miel, cebolla, tomate, pasta","Receta deliciosa con queso, mostaza, pasta, pollo, cebolla, tomate.",103,media
Receta 679,bebida,EE.UU.,"zanahoria, aguacate, lentejas, miel, sal, banano","Receta deliciosa con banano, miel, sal.",63,difícil
Receta 680,cena,España,"pollo, maíz, carne, mantequilla, soya, pimienta, champiñones","Receta deliciosa con carne, maíz, pimienta, pollo, soya.",18,fácil
Receta 681,snack,Francia,"pollo, huevo, pera, vinagre, mostaza, lentejas, ajo","Receta deliciosa con pera, ajo, pollo, huevo.",32,fácil
Receta 682,ensalada,China,"pera, miel, leche, zanahoria, queso, carne, pimienta","Receta deliciosa con pimienta, miel, leche, zanahoria, pera.",5,difícil
Receta 683,almuerzo,Francia,"carne, huevo, limón, champiñones, aceite de oliva, cebolla, manzana","Receta deliciosa con carne, huevo, limón, champiñones, aceite de oliva, cebolla.",75,difícil
Receta 684,desayuno,Italia,"fresas, pepino, papa, yogur, pasta","Receta deliciosa con pepino, papa, pasta, fresas, yogur.",35,media
Receta 685,sopa,China,"cebolla, frijoles, mantequilla, leche, champiñones","Receta deliciosa con leche, champiñones, frijoles, cebolla.",7,fácil
